Date,Open,High,Low,Close,Adj Close,Volume
2011-11-01,56.772858,58.285713,51.902859,54.599998,49.121216,2240925400
2011-12-01,54.648571,58.441429,53.954285,57.857143,52.051525,1576633100
2012-01-01,58.485714,65.462860,58.428570,65.211426,58.667850,1714963600
2012-02-01,65.487144,78.230003,64.854286,77.491432,69.715645,2842138600
2012-03-01,78.309998,88.778572,73.745712,85.650002,77.055557,3896084500
2012-04-01,85.975716,92.000000,79.285713,83.425713,75.054443,3899747600
2012-05-01,83.557144,85.251427,74.597145,82.532860,74.251175,2776586400
2012-06-01,81.308571,84.285713,78.357140,83.428574,75.057014,1963956400
2012-07-01,83.532860,88.552856,81.428574,87.251427,78.496284,2227412600
2012-08-01,87.987144,97.267143,85.750000,95.034286,85.498169,2069051600
2012-09-01,95.108574,100.724289,93.714287,95.300003,86.105347,2299751300
2012-10-01,95.879997,96.678574,83.957146,85.045715,76.840401,3035707500
2012-11-01,85.459999,86.142860,72.250000,83.611427,75.544487,3232462800
2012-12-01,84.807144,84.941429,71.604286,76.024284,69.003082,3033188200
2013-01-01,79.117142,79.285713,62.142857,65.070000,59.060482,3280855900
2013-02-01,65.587143,69.277145,62.522858,63.057144,57.233532,2336008500
2013-03-01,62.571430,67.135712,59.857143,63.237144,57.731411,2294219200
2013-04-01,63.128571,63.607143,55.014286,63.254284,57.747059,2740872400
2013-05-01,63.494286,66.535713,59.842857,64.247147,58.653481,2361882600
2013-06-01,64.389999,64.918571,55.552856,56.647144,52.057472,1754634000
2013-07-01,57.527142,65.334282,57.317142,64.647141,59.409294,1634528700
2013-08-01,65.107140,73.391426,64.751427,69.602859,63.963486,2014584600
2013-09-01,70.442856,72.559998,63.888573,68.107140,63.002205,2157735300
2013-10-01,68.349998,77.035713,68.325714,74.671425,69.074471,1959433000
2013-11-01,74.860001,79.761429,73.197144,79.438568,73.484291,1306288900
2013-12-01,79.714287,82.162857,76.971428,80.145714,74.571281,1764349300
2014-01-01,79.382858,80.028572,70.507141,71.514282,66.540199,2191488600
2014-02-01,71.801430,78.741432,71.328575,75.177139,69.948288,1470091700
2014-03-01,74.774284,78.428574,74.687141,76.677139,71.770996,1250424700
2014-04-01,76.822861,85.632858,73.047142,84.298569,78.904778,1608765200
2014-05-01,84.571426,92.024284,82.904289,90.428574,84.642570,1433917100
2014-06-01,90.565712,95.050003,88.928574,92.930000,87.469780,1206934800
2014-07-01,93.519997,99.440002,92.570000,95.599998,89.982887,1035086000
2014-08-01,94.900002,102.900002,93.279999,102.500000,96.477455,937077000
2014-09-01,103.059998,103.739998,96.139999,100.750000,95.301994,1526420000
2014-10-01,100.589996,108.040001,95.180000,108.000000,102.159950,1360280200
2014-11-01,108.220001,119.750000,107.720001,118.930000,112.498940,820408200
2014-12-01,118.809998,119.250000,106.260002,110.379997,104.863991,1073594600
2015-01-01,111.389999,120.000000,104.629997,117.160004,111.305183,1303908000
2015-02-01,118.050003,133.600006,116.080002,128.460007,122.040504,1134865600
2015-03-01,129.250000,130.279999,121.629997,124.430000,118.678413,1135842600
2015-04-01,124.820000,134.539993,123.099998,125.150002,119.365135,995553900
2015-05-01,126.099998,132.970001,123.360001,130.279999,124.257996,952899500
2015-06-01,130.279999,131.389999,124.480003,125.430000,120.131905,878359400
2015-07-01,126.900002,132.970001,119.220001,121.300003,116.176353,1058280600
2015-08-01,121.500000,122.570000,92.000000,112.919998,108.150322,1784985100
2015-09-01,110.150002,116.889999,107.360001,110.300003,106.119179,1204309500
2015-10-01,109.070000,121.220001,107.309998,119.500000,114.970459,1111336600
2015-11-01,120.800003,123.820000,111.000000,118.300003,113.815926,750098000
2015-12-01,118.750000,119.860001,104.820000,105.260002,101.703697,921618300
2016-01-01,102.610001,105.849998,92.389999,97.339996,94.051270,1260138200
2016-02-01,96.470001,98.889999,92.589996,96.690002,93.423241,810397700
2016-03-01,97.650002,110.419998,97.419998,108.989998,105.879097,745426900
2016-04-01,108.779999,112.389999,92.510002,93.739998,91.064392,871483100
2016-05-01,93.970001,100.730003,89.470001,99.860001,97.009705,900181300
2016-06-01,99.019997,101.889999,91.500000,95.599998,93.436729,779310200
2016-07-01,95.489998,104.550003,94.370003,104.209999,101.851898,683474400
2016-08-01,104.410004,110.230003,104.000000,106.099998,103.699127,625200700
2016-09-01,106.139999,116.180000,102.529999,113.050003,111.090431,967434100
2016-10-01,112.709999,118.690002,112.279999,113.540001,111.571930,686201700
2016-11-01,113.459999,113.769997,104.080002,110.519997,108.604279,720875800
2016-12-01,110.370003,118.019997,108.250000,115.820000,114.396751,608331500
